Event Type,Title,Description,Date,Time,Event URL
Møder ActivityDating i Kolding 55+ år,ActivityDating i Kolding 55+ år,"Vi er glade for at kunne præsentere ActivityDating - Spil-edition hos Spilcaféen Kolding! ActivityDating er et sjovt live datingkoncept, hvor deltagerne løbende rokerer pladser og spiller spil sammen med andre singler.",Man. 18. maj 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19846989
Møder ActivityDating i Kolding 30-45 år,ActivityDating i Kolding 30-45 år,"Vi er glade for at kunne præsentere ActivityDating - Spil-edition hos Spilcaféen Kolding! ActivityDating er et sjovt live datingkoncept, hvor deltagerne løbende rokerer pladser og spiller spil sammen med andre singler.",Man. 18. maj 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19847027
Møder ActivityDating i Kolding 20-30 år,ActivityDating i Kolding 20-30 år,"Vi er glade for at kunne præsentere ActivityDating - Spil-edition hos Spilcaféen Kolding! ActivityDating er et sjovt live datingkoncept, hvor deltagerne løbende rokerer pladser og spiller spil sammen med andre singler.",Man. 18. maj 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19847034
Klassisk Oplev Guitarensemblet i Kristkirken,Oplev Guitarensemblet i Kristkirken,"Oplev Kulturskolen Koldings GUITARENSEMBLE spille værker af bl.a. Mozart, Bizet og De Falla. Medvirkende: Andreas Christian Pedersen, Emilie Sui Lundholm Liebing, Johannes Hartmann Nygaard, Serhii Hordiichuk, Morten Spanggaard & Per McDonald.",Man. 18. maj 2026,19:00,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19938479
"Danseundervisning, Børn Linedance / Begynder +",Linedance / Begynder +,For dem der kender de fleste grundtrin.,Man. 18. maj 2026,19.10,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19871966
Gymnastik/aerobic Rytme Quinder,Rytme Quinder,Moderne rytmegymnastik. Sæsonen afsluttes med ca. 3 opvisninger.,Man. 18. maj 2026,19.15,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19872038
Andet boldspil Mixhold voksen,Mixhold voksen,"Fælles opvarmning hvor alle kan være med, øvelser og afslutter ofte med kamp. God stemning og fokus på at der er plads til alle.",Man. 18. maj 2026,19.15,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19871925
Andre Film Eleanors sandhed,Eleanors sandhed,Så er det atter tid til hygge i Koldings hyggeligste biograf. Fra kl. 18.00 byder vi på fællesspisning hvor Tobbers igen kommer og gør aftenen forrygende inden vi starter film kl. 19.30.,Man. 18. maj 2026,19.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19932537
"Danseundervisning, Børn Linedance / Let øvet",Linedance / Let øvet,For dem der kan alle grundtrin og lyst til større udfordringer.,Man. 18. maj 2026,20.10,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19871733
Action/Drama Mortal Kombat II,Mortal Kombat II,"De populære fanfavoritter - nu med selveste Johnny Cage på holdet - står over for hinanden i det ultimative opgør for at nedkæmpe Shao Kahns mørke herredømme, der truer selve Jordrigets eksistens og dets beskyttere.",Man. 18. maj 2026,21.15,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19962492
Andet motionstilbud Motionsgymnastik,Motionsgymnastik,"Har du lyst til at få rørt hele kroppen og få sved på panden, så er disse timer noget for dig. En gymnastiktime med højt humør og dejlig inspirerende musik. Men pas på, - du bliver hurtig afhængig !!!",Tir. 19. maj 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19873650
Andet motionstilbud Bodybike,Bodybike,Fuld fart på pedalerne og gang i svedproduktionen. HUSK vand og spinningsko. Her er konditionstræning for alle pengene.,Tir. 19. maj 2026,09.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19874086
Andre Film Børnebiffen - Filmpakke 4 - Fra 3 år,Børnebiffen - Filmpakke 4 - Fra 3 år,"Cirkeline - Klodsmus. Instruktør, Jannik Hastrup. Det er regnvejr, og musebedstefar fortæller histo-rien om Klodsmus - en musevariant af ""Klodshans"", H.C. Andersens eventyr om herremandens søn, der vinder kongedatterens hjerte.",Tir. 19. maj 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19792082
Gymnastik/aerobic Vandgymnastik,Vandgymnastik,"Træning i vand til god musik. Vi træner kroppens center, med fokus på ryg og mave, og bruger vandets modstand til at styrke alle kroppens muskler.",Tir. 19. maj 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19873883
Fitness/styrketræning Intervaltræning,Intervaltræning,"Med et antal trænings skift, veksler man mellem øvelser for både styrke og kondition. Inden for kort tid opnår man stor effekt. Der er fuld fart på, og man får virkelig sved på panden og pulsen op. Så kom og prøv.",Tir. 19. maj 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19873889
Familiefilm Fårbrydelsen,Fårbrydelsen,"I denne finurlige og nyskabende krimihistorie er George (Hugh Jackman) en fårehyrde, der hver aften læser detektivromaner højt for sine elskede får - overbevist om, at de umuligt kan forstå dem.",Tir. 19. maj 2026,11.25,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19962388
Tegnefilm/Animation Super Mario Galaxy Filmen,Super Mario Galaxy Filmen,Here we go. Again! Animationsfilmen 'Super Mario Galaxy Filmen' (The Super Mario Galaxy Movie) er fortsættelsen til Super Mario Bros. Filmen fra 2023 og denne gang bliver eventyret endnu større!,Tir. 19. maj 2026,11.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19916799
Tegnefilm/Animation Dragens vogter,Dragens vogter,"I det gamle Kina opdager den unge pige Ping, at hun er skæbnebestemt til at beskytte den sidste levende drage og et mystisk æg, der bærer håbet for hele dragens slægt.",Tir. 19. maj 2026,11.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19954485
Action/Drama De forbandede år 3 - Fredens pris,De forbandede år 3 - Fredens pris,"Året er 1945. Krigen er endelig slut. Danmark er frit, men splittet. Meget har ændret sig for familien Skov. Karl og Evas ægteskab er tyndslidt, og Eva beslutter at forlade sin mand.",Tir. 19. maj 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19952528
Action/Drama Affektionsværdi,Affektionsværdi,"Det norske drama 'Affektionsværdi' følger søstrene Nora (Renate Reinsve) og Agnes (Inga Ibsdotter Lilleaas), som genforenes med deres far Gustav (Stellan Skarsgård) - en førhen ganske feteret instruktør, som drømmer om det store comeback.",Tir. 19. maj 2026,20.15,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19958590
Action/Drama Michael,Michael,"Filmen 'Michael' skildrer en af de mest indflydelsesrige kunstnere nogensinde, Michael Jackson.",Tir. 19. maj 2026,12.45,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19958682
Andet motionstilbud Kom og spil kegler (For alle niveauer - 55+ år),Kom og spil kegler (For alle niveauer - 55+ år),"HUSK indendørssko! Hvordan spiller man kegler?. Man starter med at indtage en ""startstilling"". Denne afhænger af hvilken teknik man bruger. Kaster man med to hænder, stiller man sig med spredte ben hen over linoleumsstykket.",Tir. 19. maj 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19873691
Dokumentar Billie Eilish - Hit Me Hard and Soft: The Tour,Billie Eilish - Hit Me Hard and Soft: The Tour,Optaget under hendes udsolgte verdensturné bringer Billie Eilish - HIT ME HARD AND SOFT: THE TOUR (LIVE IN 3D) en nyskabende koncertoplevelse til det store lærred fra en af sin generations mest anerkendte og succesfulde kunstnere.,Tir. 19. maj 2026,13.40,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19962375
Komedie/Romantik The Devil Wears Prada 2,The Devil Wears Prada 2,"""A sequel? For spring? Groundbreaking."". Filmen 'The Devil Wears Prada 2' er fortsættelsen til den elskede film fra 2006, The Devil Wears Prada.",Tir. 19. maj 2026,13.45,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19916944
Action/Drama Dust Bunny,Dust Bunny,"Tiårige Aurora har en mystisk nabo (Mads Mikkelsen), som dræber virkelige monstre - han er lejemorder. Så da Aurora har brug for hjælp til at dræbe det monster, hun tror har spist hele hendes familie, hyrer hun ham.",Tir. 19. maj 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19950878
"Lyrik/oplæsning, Børn Bogklubben Bogmestrene: tirsdagsklubben",Bogklubben Bogmestrene: tirsdagsklubben,"Vær med i børnebibliotekets bogklub, hvor der kun er tre regler!",Tir. 19. maj 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19346305
Andre Film Iron Maiden: Burning Ambition,Iron Maiden: Burning Ambition,"""Iron Maiden: Burning Ambition"" fortæller historien om, hvordan Iron Maiden har været med til at forme en kulturel bevægelse og udfordre traditionelle opfattelser af rockmusik og heavy metals bredere samfundsmæssige og kulturelle betydning.",Tir. 19. maj 2026,16.15,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19951870
Andre Film Værn,Værn,"Sydsverige i begyndelsen af 70'erne. Den kolde krig er allestedsnærværende. Påvirket af de stærke billeder i brochuren 'Hvis krigen kommer', begynder landarbejderen og eneboeren Karl-Göran Persson at sikre sit hus.",Tir. 19. maj 2026,16.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19944596
Andet motionstilbud Bowling for ungdom (5-18 år),Bowling for ungdom (5-18 år),"Til vores træninger er timen delt op i 3 sektioner opvarmning/træningsøvelser/bowling & leg. Vi starter med en fælles opvarmning, for at få kroppen igang og klar til træningen.",Tir. 19. maj 2026,16.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19873879
"Kampsporttræning, Børn Ninja kids - 4 til 7 år",Ninja kids - 4 til 7 år,"Er for børn i alderen 4 til ca. 7 år. Her bliver hovedsageligt trænet motorik, leget og ""tumlet"" på madrassen og der sluttes altid af med at ""bryde/slås for sjov"".",Tir. 19. maj 2026,16.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19874140
Andre Film Hjem,Hjem,"Filmen tager sin begyndelse i 1991, på et tidspunkt, hvor hele Balkanregionen er i opløsning.",Tir. 19. maj 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19944429
"Kampsporttræning, Børn Begynderhold",Begynderhold,"Som nybegynder eller let øvet, går meget af træningen ud på at indøve de helt basale teknikker som stød, parader, spark og stillinger, samt de grundlæggende japanske termer, der bruges.",Tir. 19. maj 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19874112
"Andet motionstilbud, Børn Realistisk selvforsvar for alle (9+ år)",Realistisk selvforsvar for alle (9+ år),Vi træner selvforsvar på mix hold tirsdage og torsdage fra kl 18:30 til 20:00 kom ned i klubben og prøv om det er noget for dig.,Tir. 19. maj 2026,18.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19873543
Ketchersport Tennistræning for seniorer,Tennistræning for seniorer,"Niveau Beskrivelse. 1 Begynder. Har ikke tidligere modtaget træning og spillere som har spillet 1-2 sæsoner. Ønsker at lære de grundlæggende principper og teknik, og møde andre nystartede. 2 Let øvet.",Tir. 19. maj 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19908229
"Ketchersport, Børn Prøv squash med koldings bedste",Prøv squash med koldings bedste,"Om tirsdagen er der altid fælles træning, og der er mulighed for at komme forbi og prøve det.",Tir. 19. maj 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19873682
"Kampsporttræning, Børn Begynder brydning - 7 til 13 år",Begynder brydning - 7 til 13 år,"Træningen består af kampleg, akrobatik, koordinationsøvelser samt bryde relaterede øvelser. Her læres at slå de mest basale brydegreb, og under træning får de også mulighed for at bryde rigtigt.",Tir. 19. maj 2026,17.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19873872
Foredrag Investeringsaften med fokus på sundhed og biotek,Investeringsaften med fokus på sundhed og biotek,Besøg af FluoGuide Biotekselskab samt Global Health Invest - globale investeringer i sundhedssektoren.,Tir. 19. maj 2026,17.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19602137
Fodboldtræning Fodbold alle tirsdage kl. 18.00,Fodbold alle tirsdage kl. 18.00,"Vi er en flok gamle gutter, der spiller fodbold for sjov, vores ældste mand er 87 år -yngste 38. Vi hedder KIF Oldboys, men langt de fleste har tidligere spillet i andre klubber, flere har aldrig spillet fodbold i en klub før KIF Oldboys.",Tir. 19. maj 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19873632
"Andet motionstilbud, Børn Håndbold for herrer",Håndbold for herrer,Fordel med tidligere håndbolderfaring. Fokus på det sociale og spille god håndbold. Sæsonen starter i august og kører indtil april. Sommertræning i maj og juni.,Tir. 19. maj 2026,19.45,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19873850
Gastronomi Klarsynsaften med Pehr Mathiesen,Klarsynsaften med Pehr Mathiesen,"Lyst til Livet v/Pehr Mathiesen fortsætter samarbejdet med Tobbers i de smukke lokaler i Dalbygade. Denne gang i en spændende, fornyet udgave af den spirituelle aften, hvor indholdet - som altid - suppleres med sanselig mad lavet fra bunden.",Tir. 19. maj 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19616886
"Kampsporttræning, Børn Hold 3 (13 år +)",Hold 3 (13 år +),"Vores største hold. Her er plads til både eliten, talenterne, og dem der bare gerne vil have sved på panden og lære at bryde. Teknik træningen slutte kl. 19.30 fra 19.30 til 20.00 er der Open Mat.",Tir. 19. maj 2026,18.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19873985
Foredrag Aflyst: Folkeuniversitet: Aktuelle danske bestsellere - med kant,Aflyst: Folkeuniversitet: Aktuelle danske bestsellere - med kant,Grav et spadestik dybere ned i dansk litteraturs aktuelle bestsellere sammen med eksperterne.,Tir. 19. maj 2026,18.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19915696
Andet motionstilbud Krolf for alle - aften,Krolf for alle - aften,"Til træning der spiller vi 2-3 runder, vi har i alt 4 forskellige baner man kan komme og prøve. Det man får ud af det er: at møde nye mennesker, hyggeligt socialt samvær, venskaber for alle aldersgrupper. Man skal huske varmt tøj til tider.",Tir. 19. maj 2026,18.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19874116
Action/Drama In the Grey,In the Grey,Et hemmeligt hold af eliteagenter lever i skyggerne.,Tir. 19. maj 2026,18.45,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19954519
Andre Film Aftenvagt,Aftenvagt,"Floria (spillet af Leonie Benesch - mindst lige så fantastisk som i 'Lærerværelset') er en dedikeret sygeplejerske, der med urokkelig dedikation navigerer i det ubarmhjertige opskruet tempo på en kirurgisk afdeling på et hospital i Schweiz.",Tir. 19. maj 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19944542
Andet motionstilbud Kegler for hele familien,Kegler for hele familien,"De fleste har prøvet bowling eller set spillet. Man kan godt sammenligne at spille bowling med kegler. Forskellen på disse 2 spil er, at kuglen er mindre i kegler, og uden huller til fingrene.",Tir. 19. maj 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19873789
Musik Kirkekorets forårskoncert,Kirkekorets forårskoncert,"Forårskoncert i Harte Kirke Kirkekoret og Juniorkoret v/Marie Ulsdal vil synge forårets smukke sange, og organist Larisa Volchenko spiller orgelmusik fra kirkens orgel. Koncerten vil også blive krydret med fællessange!",Tir. 19. maj 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19946094
"Andet motionstilbud, Børn Håndbold for damer",Håndbold for damer,Kræver tidligere håndbolderfaring. Fokus på det sociale og spille god håndbold. Sæsonen starter i august og kører indtil april. Sommertræning i maj og juni.,Tir. 19. maj 2026,19.45,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19873603
"Andet motionstilbud, Børn Grappling og Brazilian jiu-jitsu",Grappling og Brazilian jiu-jitsu,Grappling og BJJ for alle niveauer.,Tir. 19. maj 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19873800
Møder Pub Quiz,Pub Quiz,,Tir. 19. maj 2026,20:00,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19886396
Thriller/Gyser Lee Cronin's The Mummy,Lee Cronin's The Mummy,"En ung pige forsvinder sporløst i ørkenen. Otte år senere bliver hendes knuste familie chokeret, da hun vender tilbage til dem. Det, der burde være en glædelig genforening, forvandles til et levende mareridt.",Tir. 19. maj 2026,21.15,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19953281
Marked/byfest European Street Market,European Street Market,"- er et stemningsfuldt, udendørs pop-up marked med boder fra hele Europa. Oplev alt fra oste og delikatesser til søde fristelser, håndværk og street food - midt i en levende, europæisk atmosfære.",Tir. 19. til lør. 23. maj 2026 10:00 - 18:00 & 10:00 - 15:00,10:00,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19869190
Ekskursion Guidet tur i Christiansfeld - Verdensarv i særklasse,Guidet tur i Christiansfeld - Verdensarv i særklasse,Velkommen til UNESCO-byen Christiansfeld - en by med en enestående historie. Tag med os på en historisk byvandring gennem de smukke gader i Christiansfeld. Vores guide fortæller dig historier om Brødremenigheden og byens historie - fra grundlæggelsen og.,Ons. 20. maj 2026 13:30 - 15:00,13:30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19862196
Andet Indvielse af Kongeåstien,Indvielse af Kongeåstien,Onsdag den 20. maj indvier vi 12 km af Kongeåstien - de sidste etaper fra kommunegrænsen mellem Vejen og Kolding til udspringet i Gåskær.,Ons. 20. maj 2026 14:30 - 16:00,14:30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19931420
Møder Pubquiz På Knuds garage,Pubquiz På Knuds garage,"Hver Onsdag kl 20, kan du komme på Knuds Garage og få din paratviden udfordret.",Ons. 20. maj 2026 20:00 - 23:00,20:00,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19531931
Gymnastik/aerobic Motionsgymnastik i Arena Syd VAMDRUP,Motionsgymnastik i Arena Syd VAMDRUP,"Har du lyst til at få rørt hele kroppen og få sved på panden, så er disse timer noget for dig. En gymnastiktime med højt humør og dejlig inspirerende musik. Men pas på, - du bliver hurtig afhængig !!!",Ons. 20. maj 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19874840
Ketchersport Pickleball,Pickleball,"Er en ketsjersport, der spilles med en let bold og et paddle (hårdt bat). Pickleball spilles på en bane i badmintonstørrelse, med tennis-lignende net. Der er elementer fra andre ketsjer/ bat spil - som tennis, squash, badminton og bordtennis.",Ons. 20. maj 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19874932
Gymnastik/aerobic Vandgymnastik,Vandgymnastik,"Træning i vand til god musik. Vi træner kroppens center, med fokus på ryg og mave, og bruger vandets modstand til at styrke alle kroppens muskler.",Ons. 20. maj 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19875216
Baby/barsel Babysalmesang,Babysalmesang,"Sammen vil vi synge, nynne, danse, vugge, og lytte os igennem velkendte sange og salmer i en afslappet og rolig atmosfære. Vi vil puste sæbebobler og spille på rasleæg, og meget mere. Vi vil bruge vores krop og vores stemme.",Ons. 20. maj 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19692512
Andet motionstilbud Krolf,Krolf,"Vi spiller krolf fra april til og med juni måned og igen fra august til oktober. Der er køller og bolde til udlån - og vi opfordrer ALLE der har lyst, til at komme og prøve.",Ons. 20. maj 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19874852
Andet boldspil Petanque,Petanque,"Kolding KFUM Senioridræt er er forening for senior der kan være aktive om dagen. Alle kan deltage og der lægges stor vægt på det sociale, så der er altid kaffepause. Der er kugle at spille med, så sørg for påklædning der passer til vejret.",Ons. 20. maj 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19875086
Danseundervisning Let's dance i arena syd vamdrup,Let's dance i arena syd vamdrup,"Ved brug af den skønne musik sammen med enkelte dansetrin kommer forbrændingen i vejret og kroppen fyldes med energi - samtidig med at det er sjovt og nemt at lære- Alle kan være med - unge som ældre, mænd og kvinder.",Ons. 20. maj 2026,10.15,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19875082
Andet motionstilbud Funktionel / balancetræning,Funktionel / balancetræning,"Funktionel træning fokuserer på naturlige bevægelser, som den menneskelige krop allerede er skabt til at lave. Bevægelser som at løfte, trække, rotere eller skubbe, er bevægelser som vi allerede laver, eller kan få brug for i dagligdagen.",Ons. 20. maj 2026,10.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19874927
Andet motionstilbud Vandgymnastik i Kongeåbadet VAMDRUP,Vandgymnastik i Kongeåbadet VAMDRUP,"Træning i vand til god musik. Vi træner kroppens center, med fokus på ryg og mave, og bruger vandets modstand til at styrke alle kroppens muskler.",Ons. 20. maj 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19875346
Tegnefilm/Animation Super Mario Galaxy Filmen,Super Mario Galaxy Filmen,Here we go. Again! Animationsfilmen 'Super Mario Galaxy Filmen' (The Super Mario Galaxy Movie) er fortsættelsen til Super Mario Bros. Filmen fra 2023 og denne gang bliver eventyret endnu større!,Ons. 20. maj 2026,11.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19933131
Andre Film Hjem,Hjem,"Filmen tager sin begyndelse i 1991, på et tidspunkt, hvor hele Balkanregionen er i opløsning.",Ons. 20. maj 2026,11.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19966468
Action/Drama Affektionsværdi,Affektionsværdi,"Det norske drama 'Affektionsværdi' følger søstrene Nora (Renate Reinsve) og Agnes (Inga Ibsdotter Lilleaas), som genforenes med deres far Gustav (Stellan Skarsgård) - en førhen ganske feteret instruktør, som drømmer om det store comeback.",Ons. 20. maj 2026,11.45,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19952449
Komedie/Romantik The Devil Wears Prada 2,The Devil Wears Prada 2,"""A sequel? For spring? Groundbreaking."". Filmen 'The Devil Wears Prada 2' er fortsættelsen til den elskede film fra 2006, The Devil Wears Prada.",Ons. 20. maj 2026,13.45,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19958512
Science Fiction The Mandalorian & Grogu,The Mandalorian & Grogu,"Tag med dusørjægeren Din Djarin og hans unge lærling Grogu på en ny mission i 'The Mandalorian & Grogu.'. Imperiet er faldet, men galaksen er langt fra fredelig.",Ons. 20. maj 2026,16.45,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19868097
Andet motionstilbud Kom og spil kegler (For alle niveauer - 55+ år),Kom og spil kegler (For alle niveauer - 55+ år),"HUSK indendørssko! Hvordan spiller man kegler?. Man starter med at indtage en ""startstilling"". Denne afhænger af hvilken teknik man bruger. Kaster man med to hænder, stiller man sig med spredte ben hen over linoleumsstykket.",Ons. 20. maj 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19875182
Andre Film Aftenvagt,Aftenvagt,"Floria (spillet af Leonie Benesch - mindst lige så fantastisk som i 'Lærerværelset') er en dedikeret sygeplejerske, der med urokkelig dedikation navigerer i det ubarmhjertige opskruet tempo på en kirurgisk afdeling på et hospital i Schweiz.",Ons. 20. maj 2026,13.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19964335
Foredrag Sogneeftermiddag - Islandske sagaer,Sogneeftermiddag - Islandske sagaer,"Island blev bosat i vikingetiden, og de islandske sagaer fortæller om, hvordan det gik for sig - naboer røg i totterne på hinanden over en strandet hval eller en stak hø, og der blev udført magiske ritualer for at forudsige fremtiden, mens balstyrige.",Ons. 20. maj 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19774054
Familiefilm Fårbrydelsen,Fårbrydelsen,"I denne finurlige og nyskabende krimihistorie er George (Hugh Jackman) en fårehyrde, der hver aften læser detektivromaner højt for sine elskede får - overbevist om, at de umuligt kan forstå dem.",Ons. 20. maj 2026,14.10,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19953322
Skydning Bueskydning,Bueskydning,Vi skyder med bue og pile mod en skive. Det kræver stor koncentration når man skyder. Man kommer til hallen (hal 2 i Pulzion) og bliver mødt af en der tager sig af dig. Du vil blive introduceret for alle så i ved hvem i er.,Ons. 20. maj 2026,14.20,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19875252
Omvisning Rundvisning - Harteværket,Rundvisning - Harteværket,"Oplev historien for opførelsen af Danmarks første vandkraftværk, som blev indviet i 1920. En utrolig spændende historie, som også i fremtiden vil have en vigtig rolle for Kolding i forbindelse med de klimatilpasninger, som er forberedt på Harteværket.",Ons. 20. maj 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19701636
Dokumentar Franz,Franz,"Filmen skildrer det gådefulde liv for Franz Kafka, fra hans ungdom i Prag til hans død i 1924. I stedet for at være en traditionel biografi er Franz sat op som en kalejdoskopisk mosaik af drømme, breve, fragmenter fra hans fiktion og historiske episoder.",Ons. 20. maj 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19944376
"Ketchersport, Børn Tennistræning for juniorer mellem 7 og 17 år",Tennistræning for juniorer mellem 7 og 17 år,"Gå til tennis hos KIF Tennis og få gratis træning. Nu starter vi igen hold for juniorer - et for 7-11 årige og et for 12-15 årige. Vi har et super godt trænerteam, og et godt fællesskab.",Ons. 20. maj 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19907908
"Danseundervisning, Børn Linedance/ Absolut Begynder",Linedance/ Absolut Begynder,For dem der aldrig har prøvet før.,Ons. 20. maj 2026,17.55,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19874923
Løbetræning/jogging Løbetræning,Løbetræning,"Vi løber mandag og onsdag klokken 17 samt lørdag klokken 10 fra Bøgelund, Bramdrup. Skovvej 40. Kom i god tid - vi starter præcis. Du kan deltage 3-4 gange før du melder dig ind i klubben. Lavt kontingent - 300 kroner for et kalenderår.",Ons. 20. maj 2026,18.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19920730
"Andet motionstilbud, Børn Hockey for voksne med særlige behov",Hockey for voksne med særlige behov,"Til hockey er der plads til alle uanset niveau. Efter en god opvarmning, træner vi med hockeystave og puck, hvor vi øver i at skyde til hinanden samt at skyde på mål. Hvis du ikke har prøvet at spille hockey før, skal du nok blive sat ind i reglerne.",Ons. 20. maj 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19874824
Møder Brætspilsklubben,Brætspilsklubben,"Elsker du brætspil, og mangler du et hyggeligt fællesskab at spille sammen med?",Ons. 20. maj 2026,20.30,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19336110
Møder Menighedsrådsmøde,Menighedsrådsmøde,,Ons. 20. maj 2026,See description,https://www.kultunaut.dk/perl/arrmore/type-nynaut?ArrNr=19783207
