Title,Description,Date,Time
Forpremiere: Aphaca - Brug for hinanden,Kom til landsdækkende forpremiere på dokumentarfilmen 'Aphaca - Brug for hinanden den 8. og 9. maj.,Lør. 9. maj 2026,See description
De Forbandede År 3 - Fredens pris - Dk. tekster,"Året er 1945. Krigen er endelig slut. Danmark er frit, men splittet. Meget har ændret sig for familien Skov, Karl og Evas ægteskab er tyndslidt, og Eva beslutter at forlade sin mand.",Lør. 9. maj 2026,See description
Mortal Kombat II,"De populære fanfavoritter - nu med selveste Johnny Cage på holdet - står over for hinanden i det ultimative opgør for at nedkæmpe Shao Kahns mørke herredømme, der truer selve Jordrigets eksistens og dets beskyttere.",Lør. 9. maj 2026,17.15
"Du er unik, skat","Talentholdet præsenterer elevforestillingen ""Du er unik, skat"". En forestilling inspireret af den ikoniske 80'er film ""The Breakfast Club"". En blandet flok elever har eftersidning en lørdag.

  Arrangeret af Teaterskolen Kolding.",Lør. 9. maj 2026,18.40
Iron Maiden: Burning Ambition,"""Iron Maiden: Burning Ambition"" fortæller historien om, hvordan Iron Maiden har været med til at forme en kulturel bevægelse og udfordre traditionelle opfattelser af rockmusik og heavy metals bredere samfundsmæssige og kulturelle betydning.",Lør. 9. maj 2026,18.30
* glas & glimmer - på rabalder bar*,"Solen går ned, musikken stiger, og vi tænder op for en aften fyldt med farver, kreativitet og gode vibes - er du klar til at male på genbrugsglas, mingle og feste fra første øjeblik?. Lørdag d. 9. maj.",Lør. 9. maj 2026,See description
Billie Eilish - Hit Me Hard and Soft: The Tour,Optaget under hendes udsolgte verdensturné bringer Billie Eilish - HIT ME HARD AND SOFT: THE TOUR (LIVE IN 3D) en nyskabende koncertoplevelse til det store lærred fra en af sin generations mest anerkendte og succesfulde kunstnere.,Lør. 9. maj 2026,See description
Lee Cronin's The Mummy,"En ung pige forsvinder sporløst i ørkenen. Otte år senere bliver hendes knuste familie chokeret, da hun vender tilbage til dem. Det, der burde være en glædelig genforening, forvandles til et levende mareridt.",Lør. 9. maj 2026,21.15
Plantefarvning og ecoprint - for børn og voksne (også voksne uden børn),"Få en fantastisk nærværende oplevelse og lær om både plantefarvning og ecoprint. For børn og voksne - og voksne uden børn. Ecoprint er plante aftryk. Vi samler selv materialerne og skaber unikt tøj/stof.

  Arrangeret af FOF Sydjylland.",Lør. 9. og søn. 10. maj 2026 2 mødegange,See description
Los Fuegos på Knuds Dance Hall,"KOLDING, Gør jer klar til at danse! Los Fuegos bringer varmen med en fusion af latinamerikanske rytmer, reggae, rock, Balkan og meget mere. Kom og mærk ilden! Julian Maraboto Mario Casas Michael Miño Yannik Hartig""El Vikingo"".",Lør. 9. og søn. 10. maj 2026 21:00 - 03:00,21:00
Deloitte løbet 2026- Kolding BC,,Søn. 10. maj 2026,See description
Med Gestapo i hælene - Dramatiseret guidet tur,Pas på du ikke bliver opdaget af Gestapo! Vores to guider - i karakter som modstandsfolkene Gerda og Jørgen - tager dig med tilbage til tiden under 2. Verdenskrig på en dramatiseret guidet tur i Kolding.,Søn. 10. maj 2026 10:30 - 12:00,10:30
"Mødre, magtspil og kongelige skandaler","Fejr Mors dag med en særrundvisning på Koldinghus, hvor vi dykker ned i livet og skæbnerne for tre markante mødre i den kongelige historie.",Søn. 10. maj 2026 11:00-14:00,11:00
Guidet tur i Christiansfeld - Verdensarv i særklasse,Velkommen til UNESCO-byen Christiansfeld - en by med en enestående historie. Tag med os på en historisk byvandring gennem de smukke gader i Christiansfeld. Vores guide fortæller dig historier om Brødremenigheden og byens historie - fra grundlæggelsen og.,Søn. 10. maj 2026 13:30 - 15:00,13:30
Gudstjeneste v. Ole Pihl,,Søn. 10. maj 2026,09.45
Gudstjeneste i Immanuelskirken ved Michael Lerche Nygaard,,Søn. 10. maj 2026,See description
Gudstjeneste i Hjarup Kirke,,Søn. 10. maj 2026,See description
Gudstjeneste,,Søn. 10. maj 2026,See description
Fodbold alle søndage kl. 9.00,"Vi er en flok gamle gutter, der spiller fodbold for sjov, vores ældste mand er 87 år -yngste 38. Vi hedder KIF Oldboys, men langt de fleste har tidligere spillet i andre klubber, flere har aldrig spillet fodbold i en klub før KIF Oldboys.",Søn. 10. maj 2026,See description
Mission: Bæver,"Animationsfilmen 'Mission: Bæver' er Disney og Pixars nyeste eventyr, der stiller spørgsmålet: Hvad hvis du kunne tale med dyr og forstå, hvad de siger?",Søn. 10. maj 2026,See description
Gratis squash,"Kom og prøv squash i Kolding KFUM Squash - helt uforpligtende! Har du lyst til at prøve kræfter med squash - alene eller sammen med andre?. Så kig forbi Kolding KFUM Squash hver søndag kl. 10:00-11:30 og prøv en sjov, svedig og social sport!",Søn. 10. maj 2026,See description
Dragens vogter,"I det gamle Kina opdager den unge pige Ping, at hun er skæbnebestemt til at beskytte den sidste levende drage og et mystisk æg, der bærer håbet for hele dragens slægt.",Søn. 10. maj 2026,10.15
Fårbrydelsen,"I denne finurlige og nyskabende krimihistorie er George (Hugh Jackman) en fårehyrde, der hver aften læser detektivromaner højt for sine elskede får - overbevist om, at de umuligt kan forstå dem.",Søn. 10. maj 2026,10.15
Gudstjeneste: Konfirmation,,Søn. 10. maj 2026,10.30
Gudstjeneste ved Trine Lydeking,,Søn. 10. maj 2026,10.30
Super Mario Galaxy Filmen,Here we go. Again! Animationsfilmen 'Super Mario Galaxy Filmen' (The Super Mario Galaxy Movie) er fortsættelsen til Super Mario Bros. Filmen fra 2023 og denne gang bliver eventyret endnu større!,Søn. 10. maj 2026,10.30
Gudstjeneste - Jesu sidste bøn,,Søn. 10. maj 2026,10.30
Gudstjeneste 10.30,,Søn. 10. maj 2026,10.30
Musikgudstjeneste,Gadekoret medvirker.,Søn. 10. maj 2026,10.30
Gudstjeneste v/ Stephan Wung-Sung de Fønss,Efter gudstjenesten bydes der på kaffe og te i kirkens lokaler.,Søn. 10. maj 2026,10.30
Tyrstrup gudstjeneste,Gudstjeneste v/Liv Marit Tjelle Holm. Indsamling til menighedsplejen i Tyrstrup Sogn.,Søn. 10. maj 2026,10.30
Højmesse ved Katrine Papsø,,Søn. 10. maj 2026,10.30
Gudstjeneste Ødis,,Søn. 10. maj 2026,10.30
Højmesse ved Ole Witte Madsen,,Søn. 10. maj 2026,10.30
Gudstjeneste i Kristkirken ved Michael Lerche Nygaard,,Søn. 10. maj 2026,10.30
Samvær & samtale i kreativt fællesskab,"Fordybelse, snak og kreativitet i fællesskabet - det DU har brug for. Kom og giv dig selv nogle timer med fordybelse, snak og kreativitet i fællesskab.

  Arrangeret af Bedre Psykiatri - Kolding.",Søn. 10. maj 2026,14.30
Billie Eilish - Hit Me Hard and Soft: The Tour,Optaget under hendes udsolgte verdensturné bringer Billie Eilish - HIT ME HARD AND SOFT: THE TOUR (LIVE IN 3D) en nyskabende koncertoplevelse til det store lærred fra en af sin generations mest anerkendte og succesfulde kunstnere.,Søn. 10. maj 2026,11.30
Fodboldkamp A-Liga Mesterskabsspil - Kolding IF mod FC Nordsjælland,,Søn. 10. maj 2026,See description
Michael,"Filmen 'Michael' skildrer en af de mest indflydelsesrige kunstnere nogensinde, Michael Jackson.",Søn. 10. maj 2026,12.15
Affektionsværdi,Joachim Triers nyeste film vandt Grand Prix i Cannes og har nu slået nordisk rekord med hele 9 Oscar-nomineringer!,Søn. 10. maj 2026,12.30
Rundvisning - Mikkel Thomsen,"Idet rundvisningen foregår både udendørs og indendørs, anmoder vi om, at du er påklædt efter vejret. Venligst kom 10 min. før rundvisningen starter. Vi har P-pladser tæt på Harteværket. Varighed: 1,5 time. Arrangør: Harteværket.",Søn. 10. maj 2026,See description
Kagebord Mors dag,"Vi genoptager traditionen og byder på Kagebord som i gamle dage. Buffetten vil være spækket med lækkerier, som Cheesecake, boller og meget meget mere. Prisen er inklusiv kaffe, the og saft til børn og barnlige sjæle.",Søn. 10. maj 2026,See description
Forårskoncert med Kolding Bykor,,Søn. 10. maj 2026,14:30
Mark Schedler & Memphis Boulevard,"Velkommen til Søndags Matine med 60er musik mm. Og der må danses. Mark Schedler og Memphis BVLD spiller og synger Chuck Berry, Johnny Cash, Elvis, Willie Nelson, John Denver mfl.",Søn. 10. maj 2026,See description
Mors dag: Pride & Prejudice (2005),Tid til at finde korset og kyse frem! Vi viser Jane Austens højtelskede 'Pride & Prejudice' fra 2005. Søndag d. 10. maj kan du opleve den episke kærlighedshistorie mellem Mr. Darcy og Elizabeth Bennet på det store lærred.,Søn. 10. maj 2026,See description
Franz,"Filmen skildrer det gådefulde liv for Franz Kafka, fra hans ungdom i Prag til hans død i 1924. I stedet for at være en traditionel biografi er Franz sat op som en kalejdoskopisk mosaik af drømme, breve, fragmenter fra hans fiktion og historiske episoder.",Søn. 10. maj 2026,See description
Koncert med Aarhus Strygerensemble i Tyrstrup Kirke,,Søn. 10. maj 2026,15:00
Harry Potter og Fønixordenen,,Søn. 10. maj 2026,15.15
The Devil Wears Prada 2,"""A sequel? For spring? Groundbreaking."". Filmen 'The Devil Wears Prada 2' er fortsættelsen til den elskede film fra 2006, The Devil Wears Prada.",Søn. 10. maj 2026,15.30
Koncert med koret UP!,,Søn. 10. maj 2026,See description
Aftenvagt,"Floria (spillet af Leonie Benesch - mindst lige så fantastisk som i 'Lærerværelset') er en dedikeret sygeplejerske, der med urokkelig dedikation navigerer i det ubarmhjertige opskruet tempo på en kirurgisk afdeling på et hospital i Schweiz.",Søn. 10. maj 2026,See description
Project Hail Mary,I science fiction-filmen 'Project Hail Mary' skal Ryan Gosling redde jordens fremtid ved hjælp af en unik portion videnskab og humor!,Søn. 10. maj 2026,See description
"Du er unik, skat","Talentholdet præsenterer elevforestillingen ""Du er unik, skat"". En forestilling inspireret af den ikoniske 80'er film ""The Breakfast Club"". En blandet flok elever har eftersidning en lørdag.

  Arrangeret af Teaterskolen Kolding.",Søn. 10. maj 2026,18.40
Dust Bunny,"Tiårige Aurora har en mystisk nabo (Mads Mikkelsen), som dræber virkelige monstre - han er lejemorder. Så da Aurora har brug for hjælp til at dræbe det monster, hun tror har spist hele hendes familie, hyrer hun ham.",Søn. 10. maj 2026,18.30
Aftengudstjeneste Seest ASA,,Søn. 10. maj 2026,See description
Mortal Kombat II,"De populære fanfavoritter - nu med selveste Johnny Cage på holdet - står over for hinanden i det ultimative opgør for at nedkæmpe Shao Kahns mørke herredømme, der truer selve Jordrigets eksistens og dets beskyttere.",Søn. 10. maj 2026,21.15
Knuds Garage International Pubquiz,English Pubquiz at Knuds Garage Come to a pub quiz in a cozy setting with 20 questions.,Man. 11. maj 2026 20:30 - 22:30,20:30
Badminton,"Du medbringer en ketcher og bolde. Der spilles stort set kun double, da dette er det mest sociale og ikke så hårdt fysisk.",Man. 11. maj 2026,See description
Styrke /ryg træning i Arena Syd VAMDRUP,"I Styrkeryg trænings timen arbejdes der med alle kroppens muskler. Vi bruger elastik, som kan købes hos IFA. Husk måtte til styrkeøvelser på gulvet.",Man. 11. maj 2026,See description
Tennis for 60+'ere,Træning for 60+'ere - alle kan være med. Kom og oplev glæderne og sammenholdet ved at træne og spille tennis med jævnaldrende!,Man. 11. maj 2026,See description
Krolf for alle - formiddag,"Man træner 2-3 runder. Man får gode fællesskaber, hyggeligt socialt samvær, venskaber for alle aldre. Varmt tøj til tider. Mandag klokken 9:30 og onsdag klokken 18:30. Kontingent 250 kr. Sæsonen starter 1 maj og slutter 30 september.",Man. 11. maj 2026,09.30
Krolfspil for senior,"Krolf er et rigtig hyggelig spil, hvor alle kan deltage. Det er en blanding af golf og kroket. Praktisk påklædning efter vejret, gerne kraftige sko eller i regnvejr gummistøvler.",Man. 11. maj 2026,09.30
Stavgang/ gåture,"Der kan som udgangspunkt lånes stave i IFA de første par gange. Der vil hver gang være mulighed for instruktion i stavgangsteknik, ligesom der som regel er mulighed fora t vælge hold med forskellige tempi.",Man. 11. maj 2026,11.30
Styrke/ryg træning,"Her styrkes alle kroppens muskler, så ryggen kan klare hverdagen. Husk vandflaske og en måtte til gulvøvelserne.",Man. 11. maj 2026,10.45
Dragens vogter,"I det gamle Kina opdager den unge pige Ping, at hun er skæbnebestemt til at beskytte den sidste levende drage og et mystisk æg, der bærer håbet for hele dragens slægt.",Man. 11. maj 2026,11.30
Stram op,"Efter ca. 35 min. ""opvarmning"", hvor pulsen stiger, strammer vi maven, ballerne, lårene og ryggen op med forskellige øvelser. Med og uden elastikker. Husk vandflaske og måtte til gulvøvelserne.",Man. 11. maj 2026,See description
Mandehørm (styrke for mænd),"Som navnet siger - styrke kun for mænd. Der arbejdes med vægte så ""bøfferne"" holdes ved lige. Endvidere styrke af ryg og mave. Bækkenbunds træning er ikke kun for kvinder. Kom og lær din bækkenbund at kende.",Man. 11. maj 2026,See description
Deltag i turneringer. Få åbningskendskab,Deltagelse i klubturneringen. Deltagelse i holdturneringen mod spillere fra andre klubber. Teori og åbningskendskab.,Man. 11. maj 2026,See description
The Devil Wears Prada 2,"""A sequel? For spring? Groundbreaking."". Filmen 'The Devil Wears Prada 2' er fortsættelsen til den elskede film fra 2006, The Devil Wears Prada.",Man. 11. maj 2026,See description
Affektionsværdi,"Det norske drama 'Affektionsværdi' følger søstrene Nora (Renate Reinsve) og Agnes (Inga Ibsdotter Lilleaas), som genforenes med deres far Gustav (Stellan Skarsgård) - en førhen ganske feteret instruktør, som drømmer om det store comeback.",Man. 11. maj 2026,12.15
Mission: Bæver,"Animationsfilmen 'Mission: Bæver' er Disney og Pixars nyeste eventyr, der stiller spørgsmålet: Hvad hvis du kunne tale med dyr og forstå, hvad de siger?",Man. 11. maj 2026,12.30
Michael,"Filmen 'Michael' skildrer en af de mest indflydelsesrige kunstnere nogensinde, Michael Jackson.",Man. 11. maj 2026,12.45
Super Mario Galaxy Filmen,Here we go. Again! Animationsfilmen 'Super Mario Galaxy Filmen' (The Super Mario Galaxy Movie) er fortsættelsen til Super Mario Bros. Filmen fra 2023 og denne gang bliver eventyret endnu større!,Man. 11. maj 2026,13.40
De forbandede år 3 - Fredens pris,"Året er 1945. Krigen er endelig slut. Danmark er frit, men splittet. Meget har ændret sig for familien Skov. Karl og Evas ægteskab er tyndslidt, og Eva beslutter at forlade sin mand.",Man. 11. maj 2026,See description
Motionsdamer,Traditionel motionsgymnastik for damer. Alle kan deltage uanset alder og skavanker.,Man. 11. maj 2026,15.20
Iron Maiden: Burning Ambition,"""Iron Maiden: Burning Ambition"" fortæller historien om, hvordan Iron Maiden har været med til at forme en kulturel bevægelse og udfordre traditionelle opfattelser af rockmusik og heavy metals bredere samfundsmæssige og kulturelle betydning.",Man. 11. maj 2026,15.30
Aftenvagt,"Floria (spillet af Leonie Benesch - mindst lige så fantastisk som i 'Lærerværelset') er en dedikeret sygeplejerske, der med urokkelig dedikation navigerer i det ubarmhjertige opskruet tempo på en kirurgisk afdeling på et hospital i Schweiz.",Man. 11. maj 2026,See description
Linedance / Absolut Begynder,For dem der aldrig har prøvet linedance før.,Man. 11. maj 2026,17.55
Floorball U9-U11,"Husk indendørssko og gerne sportstøj, vi sørger for resten :-).",Man. 11. maj 2026,18.30
Løbetræning,"Vi løber mandag og onsdag klokken 17 samt lørdag klokken 10 fra Bøgelund, Bramdrup. Skovvej 40. Kom i god tid - vi starter præcis. Du kan deltage 3-4 gange før du melder dig ind i klubben. Lavt kontingent - 300 kroner for et kalenderår.",Man. 11. maj 2026,18.30
Gå-/Løbe-fællesskab,"Gå- & løbe-fællesskab, hvor minimum en frivillig fra HG&IF deltager på holdene. Så har du svært ved at komme afsted selv, så kom og vær med. Det forpligtiger lidt mere når man ved andre venter :-). Der er 3 niveauer: 1) Gå-holdet.",Man. 11. maj 2026,17.15
Hip Hop/ Funk (10-12 årige),"Er du vild med at danse foran spejlet? Og kan du ikke sidde stille, når der sættes musik på? Til hiphop/funk sætter vi gang i festen. Der vil blive arbejdet med koreografier, attitude og styrketræning.",Man. 11. maj 2026,17.30
Project Hail Mary,I science fiction-filmen 'Project Hail Mary' skal Ryan Gosling redde jordens fremtid ved hjælp af en unik portion videnskab og humor!,Man. 11. maj 2026,17.50
"Gratis foredrag om arv og testamente, inkl. middag på Mormors Landkøkken","Kom til gratis foredrag om arv og testamente, og få svar på alt hvad. du skal vide for at skabe sikkerhed for dig selv og din familie som gift og samlevende,. samtidigt med at vi byder på en lækker middag. Sikkerhed ved sygdom.",Man. 11. maj 2026,See description
Linedance / Begynder,For dem der kender lidt til grundtrin.,Man. 11. maj 2026,18.05
Mma - for alle,"Muay Thai og MMA træning for nye og erfarende udøvere. Holdet giver plads til at nørde basis-teknik, udvikle skills og skabe flow - uanset om du er helt ny eller allerede træner fast.",Man. 11. maj 2026,18.30
Motionsherrer,Traditionel motionsgymnastik for herrer. Alle kan deltage uanset alder og skavanker. Holdet er meget socialt og har et godt sammenhold.,Man. 11. maj 2026,See description
Kom og spil kegler - hver mandag aften (55+ år),"HUSK indendørssko! Hvordan spiller man kegler?. Man starter med at indtage en ""startstilling"". Denne afhænger af hvilken teknik man bruger. Kaster man med to hænder, stiller man sig med spredte ben hen over linoleumsstykket.",Man. 11. maj 2026,See description
Linedance / Begynder +,For dem der kender de fleste grundtrin.,Man. 11. maj 2026,19.10
Rytme Quinder,Moderne rytmegymnastik. Sæsonen afsluttes med ca. 3 opvisninger.,Man. 11. maj 2026,19.15
Mixhold voksen,"Fælles opvarmning hvor alle kan være med, øvelser og afslutter ofte med kamp. God stemning og fokus på at der er plads til alle.",Man. 11. maj 2026,19.15
Hjem,"Filmen tager sin begyndelse i 1991, på et tidspunkt, hvor hele Balkanregionen er i opløsning.",Man. 11. maj 2026,19.30
Værn,"Sydsverige i begyndelsen af 70'erne. Den kolde krig er allestedsnærværende. Påvirket af de stærke billeder i brochuren 'Hvis krigen kommer', begynder landarbejderen og eneboeren Karl-Göran Persson at sikre sit hus.",Man. 11. maj 2026,See description
Linedance / Let øvet,For dem der kan alle grundtrin og lyst til større udfordringer.,Man. 11. maj 2026,20.10
Lee Cronin's The Mummy,"En ung pige forsvinder sporløst i ørkenen. Otte år senere bliver hendes knuste familie chokeret, da hun vender tilbage til dem. Det, der burde være en glædelig genforening, forvandles til et levende mareridt.",Man. 11. maj 2026,21.10
Mortal Kombat II,"De populære fanfavoritter - nu med selveste Johnny Cage på holdet - står over for hinanden i det ultimative opgør for at nedkæmpe Shao Kahns mørke herredømme, der truer selve Jordrigets eksistens og dets beskyttere.",Man. 11. maj 2026,21.15
Kultur i Kirken,"Koncerter, fernisering og digtoplæsning fylder aftenen, når Kristkirken igen åbner dørene op for arrangementet Kultur i Kirken.",Tir. 12. maj 2026 17:00-21:00,17:00
Broderi og bobler,"Maria fra Farveladeleg har planlagt et par timers hyggeligt broderi. Vi lærer flere forskellige sting og teknikker og får fifs og tricks til at komme godt i gang med broderi. Vi broderer et motiv sammen og følges ad, trin for trin.",Tir. 12. maj 2026 17:30 - 20:30,17:30
Et forstyrret sind - Bag seriemorderens maske - Foredrag med criminal profiler Florence McLean,"I sit nye, nervepirrende foredrag deler hun ud af mere end 20 års erfaring med både danske og internationale kriminalsager og inviterer dig helt tæt på de 10 personlighedsforstyrrelser som findes i det amerikanske diagnosesystem.",Tir. 12. maj 2026 19:00 - 21:00,19:00
Foredrag med Florence McLean - Et forstyrret sind,"Træd indenfor og tag plads i mørket, hvor criminal profiler, Florence McLean, står klar til at lade masken falde.

  Arrangeret af Original Talks.",Tir. 12. maj 2026 19:00 - 21:15,19:00
Motionsgymnastik,"Har du lyst til at få rørt hele kroppen og få sved på panden, så er disse timer noget for dig. En gymnastiktime med højt humør og dejlig inspirerende musik. Men pas på, - du bliver hurtig afhængig !!!",Tir. 12. maj 2026,See description
Bodybike,Fuld fart på pedalerne og gang i svedproduktionen. HUSK vand og spinningsko. Her er konditionstræning for alle pengene.,Tir. 12. maj 2026,09.30
Børnebiffen - Filmpakke 3 - Fra 3 år,Fløjteløs. Instruktør: Siri Melchior. Historien finder sted i en farverig og trafikeret by fuld af mennesker og dyr. Alle er meget musikalske og kan fløjte undtagen den lille fugl Fløjteløs.,Tir. 12. maj 2026,See description
Styrke/ryg træning,"Her styrkes alle kroppens muskler, så ryggen kan klare hverdagen. Husk måtte til gulvøvelser.",Tir. 12. maj 2026,See description
Vandgymnastik,"Træning i vand til god musik. Vi træner kroppens center, med fokus på ryg og mave, og bruger vandets modstand til at styrke alle kroppens muskler.",Tir. 12. maj 2026,See description
Intervaltræning,"Med et antal trænings skift, veksler man mellem øvelser for både styrke og kondition. Inden for kort tid opnår man stor effekt. Der er fuld fart på, og man får virkelig sved på panden og pulsen op. Så kom og prøv.",Tir. 12. maj 2026,See description
Super Mario Galaxy Filmen,Here we go. Again! Animationsfilmen 'Super Mario Galaxy Filmen' (The Super Mario Galaxy Movie) er fortsættelsen til Super Mario Bros. Filmen fra 2023 og denne gang bliver eventyret endnu større!,Tir. 12. maj 2026,11.30
Affektionsværdi,"Det norske drama 'Affektionsværdi' følger søstrene Nora (Renate Reinsve) og Agnes (Inga Ibsdotter Lilleaas), som genforenes med deres far Gustav (Stellan Skarsgård) - en førhen ganske feteret instruktør, som drømmer om det store comeback.",Tir. 12. maj 2026,12.15
Fårbrydelsen,"I denne finurlige og nyskabende krimihistorie er George (Hugh Jackman) en fårehyrde, der hver aften læser detektivromaner højt for sine elskede får - overbevist om, at de umuligt kan forstå dem.",Tir. 12. maj 2026,12.30
The Devil Wears Prada 2,"""A sequel? For spring? Groundbreaking."". Filmen 'The Devil Wears Prada 2' er fortsættelsen til den elskede film fra 2006, The Devil Wears Prada.",Tir. 12. maj 2026,12.30
Michael,"Filmen 'Michael' skildrer en af de mest indflydelsesrige kunstnere nogensinde, Michael Jackson.",Tir. 12. maj 2026,12.45
Kom og spil kegler (For alle niveauer - 55+ år),"HUSK indendørssko! Hvordan spiller man kegler?. Man starter med at indtage en ""startstilling"". Denne afhænger af hvilken teknik man bruger. Kaster man med to hænder, stiller man sig med spredte ben hen over linoleumsstykket.",Tir. 12. maj 2026,See description
Franz,"Filmen skildrer det gådefulde liv for Franz Kafka, fra hans ungdom i Prag til hans død i 1924. I stedet for at være en traditionel biografi er Franz sat op som en kalejdoskopisk mosaik af drømme, breve, fragmenter fra hans fiktion og historiske episoder.",Tir. 12. maj 2026,13.15
Dust Bunny,"Tiårige Aurora har en mystisk nabo (Mads Mikkelsen), som dræber virkelige monstre - han er lejemorder. Så da Aurora har brug for hjælp til at dræbe det monster, hun tror har spist hele hendes familie, hyrer hun ham.",Tir. 12. maj 2026,See description
De forbandede år 3 - Fredens pris,"Året er 1945. Krigen er endelig slut. Danmark er frit, men splittet. Meget har ændret sig for familien Skov. Karl og Evas ægteskab er tyndslidt, og Eva beslutter at forlade sin mand.",Tir. 12. maj 2026,See description
"Fulton sejlads, Kolding","Tag madkurven til en tretimers sejlads med den 3-mastede skonnert 'Fulton af Marstal'.

  Arrangeret af Fulton af Marstal.",Tir. 12. maj 2026,See description
Aftenvagt,"Floria (spillet af Leonie Benesch - mindst lige så fantastisk som i 'Lærerværelset') er en dedikeret sygeplejerske, der med urokkelig dedikation navigerer i det ubarmhjertige opskruet tempo på en kirurgisk afdeling på et hospital i Schweiz.",Tir. 12. maj 2026,See description
Ninja kids - 4 til 7 år,"Er for børn i alderen 4 til ca. 7 år. Her bliver hovedsageligt trænet motorik, leget og ""tumlet"" på madrassen og der sluttes altid af med at ""bryde/slås for sjov"".",Tir. 12. maj 2026,16.30
Bowling for ungdom (5-18 år),"Til vores træninger er timen delt op i 3 sektioner opvarmning/træningsøvelser/bowling & leg. Vi starter med en fælles opvarmning, for at få kroppen igang og klar til træningen.",Tir. 12. maj 2026,16.30
Gudstjeneste: Børnekirke i Vamdrup Kirke,,Tir. 12. maj 2026,See description
Begynderhold,"Som nybegynder eller let øvet, går meget af træningen ud på at indøve de helt basale teknikker som stød, parader, spark og stillinger, samt de grundlæggende japanske termer, der bruges.",Tir. 12. maj 2026,See description
Realistisk selvforsvar for alle (9+ år),Vi træner selvforsvar på mix hold tirsdage og torsdage fra kl 18:30 til 20:00 kom ned i klubben og prøv om det er noget for dig.,Tir. 12. maj 2026,18.30
Tennistræning for seniorer,"Niveau Beskrivelse. 1 Begynder. Har ikke tidligere modtaget træning og spillere som har spillet 1-2 sæsoner. Ønsker at lære de grundlæggende principper og teknik, og møde andre nystartede. 2 Let øvet.",Tir. 12. maj 2026,See description
Prøv squash med koldings bedste,"Om tirsdagen er der altid fælles træning, og der er mulighed for at komme forbi og prøve det.",Tir. 12. maj 2026,See description
Fernisering - Oplev kunst i mange former,"Udstillingen giver et unikt indblik i forskellige kunstneriske tilgange og materialer. Stemningsfulde malerier, jesmonite, keramik og hækleri.",Tir. 12. maj 2026,17:00
Koncert med Kristkirkens Kantori og ungdomskor,Kristkirkens Kantori og Ungdomskor fylder kirkerummet med deres stemmer.,Tir. 12. maj 2026,17:00
Tennis 5-8 årige,Udendørstræning: 1. Maj 2022 - 16. September 2022.,Tir. 12. maj 2026,17.15
Begynder brydning - 7 til 13 år,"Træningen består af kampleg, akrobatik, koordinationsøvelser samt bryde relaterede øvelser. Her læres at slå de mest basale brydegreb, og under træning får de også mulighed for at bryde rigtigt.",Tir. 12. maj 2026,17.30
Håndbold for herrer,Fordel med tidligere håndbolderfaring. Fokus på det sociale og spille god håndbold. Sæsonen starter i august og kører indtil april. Sommertræning i maj og juni.,Tir. 12. maj 2026,19.45
Koncert med South City Gospel Choir,"Rytmer og glæde spreder sig, når South City Gospel Choir synger.",Tir. 12. maj 2026,18:00
Hold 3 (13 år +),"Vores største hold. Her er plads til både eliten, talenterne, og dem der bare gerne vil have sved på panden og lære at bryde. Teknik træningen slutte kl. 19.30 fra 19.30 til 20.00 er der Open Mat.",Tir. 12. maj 2026,18.30
Krolf for alle - aften,"Til træning der spiller vi 2-3 runder, vi har i alt 4 forskellige baner man kan komme og prøve. Det man får ud af det er: at møde nye mennesker, hyggeligt socialt samvær, venskaber for alle aldersgrupper. Man skal huske varmt tøj til tider.",Tir. 12. maj 2026,18.30
Hjem,"Filmen tager sin begyndelse i 1991, på et tidspunkt, hvor hele Balkanregionen er i opløsning.",Tir. 12. maj 2026,18.45
De Forbandede År 3 - Fredens pris - Dk. tekster,"Året er 1945. Krigen er endelig slut. Danmark er frit, men splittet. Meget har ændret sig for familien Skov, Karl og Evas ægteskab er tyndslidt, og Eva beslutter at forlade sin mand.",Tir. 12. maj 2026,See description
Kegler for hele familien,"De fleste har prøvet bowling eller set spillet. Man kan godt sammenligne at spille bowling med kegler. Forskellen på disse 2 spil er, at kuglen er mindre i kegler, og uden huller til fingrene.",Tir. 12. maj 2026,See description
KoldingKoret Forårskoncert i Nicolai Scene,"Korsang med både danske forårssange, velkendte klassikere og nyere satser. Besøg af Johannes Hartmann Nygaard fra Kolding Kulturskoles Talentlinje, med indslag på guitar. Koret byder på et glas bobler samt små kager.",Tir. 12. maj 2026,19:30
Kultur med Tune Jacobson og Jes Nedergaard Espersen,Gospelsangerinden Tune Jacobson og Jes Nedergaard Espersen jammer.,Tir. 12. maj 2026,19:35
Seniortræning,"Til vores bowlingtræninger er den sociale hygge i højsædet. Alle fra begyndere til øvede kan være med, og der mulighed for træningsøvelser eller en dyst mod andre bowlingspillere fra klubben.",Tir. 12. maj 2026,19.15
Håndbold for damer,Kræver tidligere håndbolderfaring. Fokus på det sociale og spille god håndbold. Sæsonen starter i august og kører indtil april. Sommertræning i maj og juni.,Tir. 12. maj 2026,19.45
Grappling og Brazilian jiu-jitsu,Grappling og BJJ for alle niveauer.,Tir. 12. maj 2026,See description
MGK-koncert på Ewii House,"Oplev bredden, talentet og magien fra MGK Kolding - samlet i én eksklusiv koncert!",Tir. 12. maj 2026,20:00
